id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14842,"Best location Portobello entire house, can sleep 3",58344,Hilary,,Dublin City,53.33106,-6.26916,Entire home/apt,119,5,43,2019-02-07,0.46,1,12
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.28995,-6.25813,Private room,50,3,184,2019-02-11,1.91,3,302
68483,Unique Central Dublin River-view,339817,John,,Dublin City,53.34501,-6.26552,Entire home/apt,88,3,99,2018-11-06,1.03,1,106
69785,Number Nine :  Ballsbridge,205636,Marie-Louise,,Dublin City,53.33149,-6.23215,Entire home/apt,120,3,160,2019-01-23,1.65,3,35
71813,Your flat in the Heart of Dublin(1),273380,Nicolas,,Dublin City,53.34578,-6.26317,Entire home/apt,150,2,84,2016-06-06,0.92,2,16
85148,Habitación en Dublín Double room,466111,Don,,South Dublin,53.3011,-6.31992,Private room,30,1,0,,,1,245
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25618,Private room,50,3,128,2019-01-27,1.36,3,302
97259,One of a Kind Funky Fresh Loft Style Apartment,514949,Michael,,Dublin City,53.34236,-6.31497,Private room,60,2,40,2018-11-16,1.13,1,16
121030,Comfy double room in central area 1,608225,Norah,,Dublin City,53.33648,-6.22075,Private room,55,2,109,2018-08-12,1.17,3,0
159889,Friendly Single Room,766611,Margaret,,Dublin City,53.38988,-6.2362,Private room,30,2,252,2019-02-03,3.00,3,299
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28445,-6.19094,Private room,55,1,206,2019-02-01,4.56,2,310
163398,Home from Home Apartment near city,779989,Breda,,Dublin City,53.33845,-6.30505,Entire home/apt,85,365,79,2019-01-31,0.87,1,14
165828,Pádraig Pearse apt. Kilmainham,790601,Grainne,,Dublin City,53.3363,-6.32439,Entire home/apt,147,3,32,2019-01-19,0.36,5,297
165829,"The ""Michael Collins"" apartment",790601,Grainne,,Dublin City,53.33811,-6.32259,Entire home/apt,135,3,46,2019-01-21,0.53,5,290
178860,Georgian House in Heart of City Ctr,856312,Danielle,,Dublin City,53.33282,-6.26821,Private room,56,2,277,2019-02-03,3.53,2,206
181823,comfy double room near beach/town2,608225,Norah,,Dublin City,53.3365,-6.22066,Private room,47,2,46,2016-03-19,0.50,3,234
237465,Cozy warm Annexe 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39615,-6.17456,Entire home/apt,55,2,203,2019-02-04,2.33,2,173
245893,Double warm cosy bedroom in Lucan,1289720,Sheila,,South Dublin,53.34471,-6.41602,Private room,45,30,16,2016-08-29,0.19,2,125
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34636,-6.41734,Private room,30,1,30,2018-12-29,0.38,2,152
246560,Portobello Retreat,435734,Conor,,Dublin City,53.33001,-6.27186,Private room,59,7,72,2019-01-01,0.93,3,225
254941,Cosy Double Room in South Dublin Home from Home,1339322,Rachel,,Dn Laoghaire-Rathdown,53.27903,-6.18898,Private room,48,1,155,2019-01-11,1.77,2,351
261248,Ensuite Rooms,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.28581,-6.12321,Private room,36,1,156,2019-02-10,1.77,5,292
266856,Award Winning Bed & Breakfast...Rm1,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.28502,-6.12365,Private room,36,1,94,2019-02-10,1.31,5,329
266908,Award Winning Bed & Breakfast...Rm4,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.2851,-6.12402,Private room,36,1,45,2018-07-22,0.58,5,362
266935,An award winning B&B near Dublin...,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.28414,-6.12344,Private room,80,1,37,2019-01-14,0.55,5,332
272650,Twin Room with Private Bathroom,1196633,Grainne,,Dublin City,53.36624,-6.26891,Private room,90,28,5,2018-08-27,0.15,1,154
275425,"Luxury home next to Aviva, RDS, 3Arena and beach!",1357428,Emma And Chris,,Dublin City,53.3267,-6.20921,Entire home/apt,350,3,5,2018-03-18,0.06,1,60
286635,Almanii B&B 2 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38834,-6.2451,Private room,59,3,24,2017-03-19,0.28,5,119
292757,Old World Converted Stableyard with Swimming Pool,1515549,Sarah,,Fingal,53.36958,-6.34959,Entire home/apt,120,1,259,2019-02-12,3.30,1,118
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35628,-6.28981,Entire home/apt,180,2,50,2019-01-28,0.59,8,290
302634,Studio sleeps 3 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35561,-6.29149,Entire home/apt,100,2,73,2018-09-28,0.86,8,234
314639,Almanii B&B 4 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38646,-6.24545,Private room,59,3,10,2014-03-09,0.12,5,97
314640,Almanii B&B 1 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38731,-6.24458,Private room,59,3,11,2015-09-17,0.14,5,71
314641,Almanii B&B 3 - Dublin Airport/City,1491424,Mary,,Dublin City,53.38811,-6.24475,Private room,59,3,6,2014-04-10,0.07,5,85
315698,"City Penthouse, Own Balcony, Shower",1625811,Tracey,,Dublin City,53.3398,-6.2266,Private room,44,3,215,2018-11-11,2.66,1,50
333950,Best location in Dublin City Centre,1607393,Daragh,,Dublin City,53.3411,-6.27318,Private room,49,2,195,2019-01-31,2.34,3,18
345398,Cosy Double Bedroom in South Dublin Home from Home,1339322,Rachel,,Dn Laoghaire-Rathdown,53.28065,-6.19078,Private room,50,1,31,2019-01-05,1.13,2,86
346996,Looking for a room in Dublin?,1759235,Patricia,,Dublin City,53.36075,-6.19517,Private room,30,1,0,,,1,318
365854,Boutique Cosy Centre Apartment,1847391,Diane,,Dublin City,53.35305,-6.25708,Entire home/apt,85,2,149,2019-01-28,1.77,1,245
374792,"'Grace Gifford' cottage, Kilmainham",790601,Grainne,,Dublin City,53.3368,-6.3241,Entire home/apt,135,3,25,2018-12-27,0.31,5,298
386860,"Stylish Canal Side Cottage, Portobello Dublin",1935798,Sinead,,Dublin City,53.33759,-6.2746,Entire home/apt,150,1,62,2019-01-27,0.78,1,0
393631,Dublin - more than meets the eye!,1968168,Mick & Dee,,Dublin City,53.35796,-6.24145,Entire home/apt,180,3,72,2017-03-19,0.91,1,0
399005,Cottages set in beautiful gardens by the sea,1993026,Rosedale House,,Dn Laoghaire-Rathdown,53.2313,-6.11093,Entire home/apt,179,7,22,2017-09-14,0.53,3,0
399579,Hawthorn Cottage your perfect base to see Ireland.,1993026,Rosedale House,,Dn Laoghaire-Rathdown,53.23031,-6.11153,Entire home/apt,308,7,5,2017-05-26,0.12,3,0
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35651,-6.29229,Entire home/apt,200,2,67,2019-02-03,0.87,8,308
420297,COZY Comfortable Irish Cottage twin room,193005,Teresa,,Dn Laoghaire-Rathdown,53.2907,-6.25763,Private room,50,3,154,2019-02-11,1.89,3,283
421239,Attic room with a View &  Private Bathroom.,1976386,Noeleen,,Dublin City,53.36638,-6.27375,Private room,75,3,111,2018-12-10,1.37,1,78
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.35456,-6.25886,Entire home/apt,110,2,352,2019-01-28,4.34,4,99
425164,LOCATION LOCATION IN DUBLIN ROOM 1,2106659,Hans,,Dublin City,53.33432,-6.26739,Private room,110,2,233,2018-11-19,2.87,1,18
426326,Large Room With Double & Single Bed,766611,Margaret,,Dublin City,53.38909,-6.23667,Private room,37,2,180,2019-02-03,2.23,3,102
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35593,-6.25751,Entire home/apt,110,2,376,2019-01-27,4.55,4,81
427495,Lovely Double Room in the Attic,766611,Margaret,,Dublin City,53.39006,-6.23636,Private room,36,2,129,2019-02-03,1.64,3,235
446070,Terraced house close to city centre,2215159,Grainne,,Dublin City,53.35242,-6.29139,Entire home/apt,105,3,16,2018-10-28,0.20,1,0
449556,"Cloghranguesthouse B&B, Quad Room",2232368,Matt,,Fingal,53.42654,-6.22952,Private room,145,1,185,2018-11-25,2.74,4,344
451611,Perfect Location City Centre Apartment,1607393,Daragh,,Dublin City,53.34109,-6.27175,Entire home/apt,83,1,490,2019-02-05,6.00,3,3
454183,Funky Studio & Loft near City Centre,408378,Eddie,,Dublin City,53.35391,-6.298,Entire home/apt,80,3,42,2018-10-01,2.09,4,129
460461,"Horse riding, Golf, Gym & leisure.",2289306,Maria,,Fingal,53.40507,-6.25185,Entire home/apt,200,7,4,2013-06-24,0.06,1,352
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35349,-6.45184,Private room,70,1,145,2018-10-26,1.85,2,276
497136,Spacious Double Room near beach 3,608225,Norah,,Dublin City,53.33765,-6.21984,Private room,55,2,105,2018-08-27,1.34,3,0
519416,City Center Cozy Room!!!!!,2556184,Sonia,,Dublin City,53.34773,-6.26877,Private room,50,1,213,2018-11-18,2.63,1,118
521746,The twin room 10 min to the airport City 30 mins,2566074,Philomena,,Fingal,53.46222,-6.21313,Private room,41,1,121,2018-08-04,2.09,3,0
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.35526,-6.25734,Entire home/apt,110,2,306,2019-01-21,3.79,4,66
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34769,-6.26388,Entire home/apt,140,1,437,2019-02-10,5.57,1,177
536320,Amazing views in centre of Dublin,1334552,Alison,,Dublin City,53.34948,-6.27997,Private room,50,3,195,2019-01-28,2.45,2,46
547945,Single room at Blessington Basin,2692493,Alwyn,,Dublin City,53.35609,-6.26978,Private room,35,1,545,2019-02-07,6.75,1,148
564274,Sandyford village :  Room with a view,2774638,Amanda,,Dn Laoghaire-Rathdown,53.26962,-6.22837,Private room,29,7,2,2013-09-03,0.02,1,0
575339,Double Bedroom Close to City Center,1689834,Moris,,Dublin City,53.34173,-6.23949,Private room,50,1,0,,,1,0
585181,Home from Home ... good for long term,2861490,Barbara,,Dublin City,53.31386,-6.29696,Private room,30,2,78,2018-12-11,0.98,3,42
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36274,-6.27564,Private room,80,2,167,2018-12-17,2.14,1,188
592536,"Friendly home, twin room , long or short stays",2861490,Barbara,,Dublin City,53.31381,-6.29608,Private room,36,3,100,2018-12-09,1.25,3,40
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35153,-6.45154,Private room,55,1,13,2018-06-23,0.17,2,305
595320,"City views in stylish, cosy apt",2941825,Dee,,Dublin City,53.33929,-6.28157,Private room,40,3,45,2015-10-09,0.67,2,0
610233,"Perfect City Centre Apartment, Sleeps 4 - Dublin",687547,Kate,,Dublin City,53.34578,-6.27214,Entire home/apt,101,2,58,2019-01-01,0.74,1,9
630655,Stunning Views in Centre of Dublin,1334552,Alison,,Dublin City,53.34717,-6.27914,Private room,50,3,179,2018-12-15,2.26,2,11
631270,Ringsend near city centre cosy room double bed,3125619,Freda,,Dublin City,53.34115,-6.23342,Private room,59,3,45,2018-10-12,1.42,4,158
631455,"Cosy 3 bed home w/yard @Goggle HQ, 5 mins City D4",3125619,Freda,,Dublin City,53.34218,-6.23268,Private room,230,2,10,2016-08-02,0.13,4,62
637185,"Quiet, cozy, beautiful 1bdrm!",3177950,Justin,,Dublin City,53.34689,-6.27584,Entire home/apt,93,7,158,2018-10-13,2.06,1,342
641880,Double room w shower by city centre,3207141,Hazel,,Dublin City,53.34459,-6.28475,Private room,85,2,46,2016-09-19,0.83,2,0
649740,"The heart of Temple Bar, Dublin (a)",2811286,Dave,,Dublin City,53.34204,-6.26787,Private room,85,2,501,2019-02-10,6.41,2,170
649854,Dublin City Apt - perfect base for you!,19819,Rory,,Dublin City,53.3488,-6.26603,Entire home/apt,85,1,94,2019-02-11,5.19,1,42
654589,City Centre Apartment | TEMPLE BAR | DUBLIN CASTLE,3244025,Garrett,,Dublin City,53.34489,-6.26804,Entire home/apt,170,1,409,2019-02-11,5.21,2,237
690119,Award winning Designer House close to everything!,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29306,-6.24698,Entire home/apt,196,3,174,2019-01-27,2.52,1,292
692956,Studio Apartment  Ideal for visiting Dublin,3244818,Jim,,Dn Laoghaire-Rathdown,53.28101,-6.12892,Entire home/apt,55,2,213,2019-02-09,2.96,1,211
700142,Dublin  16. Wicklow Way Rest,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25883,-6.29157,Private room,80,1,24,2018-07-13,0.48,3,360
700193,Dublin South Foothills Walkers Base,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25859,-6.29201,Entire home/apt,300,1,0,,,3,0
715205,Dublin Inclusive 1,3683952,Roy,,Dublin City,53.37019,-6.25003,Private room,50,2,78,2019-01-18,1.01,6,351
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58179,-6.12118,Entire home/apt,110,3,84,2019-01-02,1.28,1,231
727047,City Centre: Ha' Penny Bridge View1,3765692,Giuseppe,,Dublin City,53.34539,-6.26373,Entire home/apt,150,2,210,2019-01-24,2.80,5,201
727048,City Centre: Ha' Penny Bridge View2,3765692,Giuseppe,,Dublin City,53.34744,-6.26337,Entire home/apt,120,2,169,2019-01-14,2.24,5,211
736751,Dublin Inclusive 2,3683952,Roy,,Dublin City,53.37184,-6.25112,Private room,50,2,49,2018-11-25,0.64,6,344
736773,Dublin Inclusive 3,3683952,Roy,,Dublin City,53.37195,-6.25289,Private room,50,2,47,2018-09-07,0.64,6,332
736794,Dublin Inclusive 4,3683952,Roy,,Dublin City,53.37207,-6.25229,Private room,50,2,55,2019-01-02,0.80,6,334
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33484,-6.26428,Private room,60,2,282,2019-01-27,4.62,2,64
747284,Luxury 2 BED Apartment near  City Centre,1626936,James P  ( J.P),,Dn Laoghaire-Rathdown,53.29444,-6.23302,Entire home/apt,89,1,14,2018-12-14,0.19,1,139
747976,"Chateau de Jimmy in Beaumont, Dublin",3927774,James,,Dublin City,53.39162,-6.23013,Private room,41,4,102,2019-02-02,1.77,1,75
760070,Luxury Double Bedroom with Ensuite ,4006046,Sari,,Dn Laoghaire-Rathdown,53.23142,-6.15892,Private room,90,1,13,2018-09-17,0.18,2,365
800026,Dublin Inclusive Groups,3683952,Roy,,Dublin City,53.36825,-6.25039,Entire home/apt,300,2,51,2019-01-01,0.73,6,318
816039,"Boutique Chic 4BR, 10min Temple Bar! Fab location",192210,Susan,,Dublin City,53.36609,-6.32461,Entire home/apt,238,2,181,2018-07-10,2.43,2,135
838412,Dublin City Suburb - Large DBL Room,4380424,Jack & Audrey,,Dublin City,53.36842,-6.26395,Private room,90,2,31,2016-08-30,0.46,5,186
870350,Fabulous Malahide Marina Apartment,4586782,Sheelagh,,Fingal,53.45229,-6.15387,Entire home/apt,90,7,37,2018-10-12,0.56,2,178
871174,Large room max 3 beds adjacent bathroom& Wfi,4592908,Louise,,Dublin City,53.36777,-6.2081,Private room,27,2,156,2019-02-04,2.16,3,284
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35799,-6.23991,Entire home/apt,200,3,79,2018-10-15,1.09,1,319
884599,"Peace break, b-fast, near airport",4686027,Sandra,,Dublin City,53.40004,-6.18072,Private room,50,1,105,2018-12-01,1.46,2,227
898411,"The heart of Temple Bar, Dublin (b)",2811286,Dave,,Dublin City,53.34291,-6.27274,Private room,75,4,188,2018-10-30,2.62,2,0
899921,Dublin City Suburb - Double Room 1,4380424,Jack & Audrey,,Dublin City,53.36816,-6.26345,Private room,90,2,31,2016-01-02,0.45,5,189
901088,Dublin City Suburb - Triple Room,4380424,Jack & Audrey,,Dublin City,53.36734,-6.26387,Private room,150,2,48,2015-12-01,0.84,5,210
922425,Perfect Location City Centre House,1607393,Daragh,,Dublin City,53.34248,-6.2724,Entire home/apt,134,2,99,2019-01-02,1.39,3,28
928970,Self Catering Barge 'Scéal Eile',5001093,Trish,,Dublin City,53.34246,-6.2391,Entire home/apt,130,3,26,2018-12-07,0.39,2,270
929816,"Luxury Room,Grand Canal,City Center",4985632,Ashton,,Dublin City,53.343,-6.24073,Private room,75,2,137,2019-02-10,1.90,2,14
936063,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44102,-6.20362,Private room,40,1,389,2019-02-09,5.41,4,22
937977,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44321,-6.20209,Private room,40,1,172,2019-02-03,2.39,4,83
939866,"Designer Apt,GrandCanal,City Center",4985632,Ashton,,Dublin City,53.3437,-6.23975,Entire home/apt,170,2,128,2018-11-18,1.77,2,3
990300,**Superhost Home Near City**,5438017,Melanie,,Dublin City,53.31327,-6.2528,Private room,65,1,205,2018-02-25,2.85,1,0
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39729,-6.17521,Entire home/apt,45,3,138,2019-02-10,2.66,2,64
999963,Ten-shui Meatman's Quarter,5497230,Sarah And Johnny,,Dublin City,53.36181,-6.27475,Entire home/apt,415,7,10,2017-08-16,0.18,1,228
1017861,Double Room with Private Bathroom,5601956,Rob And Stef,,Dublin City,53.37896,-6.32764,Private room,50,3,81,2018-08-25,1.22,1,170
1022945,Charming Double Bedroom,5631461,D,,Fingal,53.39391,-6.12895,Private room,70,1,13,2015-03-21,0.18,1,363
1053524,Lovely apartment in Christchurch,5299294,Svetlana,,Dublin City,53.34169,-6.27495,Entire home/apt,105,2,374,2019-01-27,5.88,1,42
1053992,The Orchid House On The Canal,5089844,Tommaso,,Dublin City,53.3411,-6.23549,Entire home/apt,140,3,13,2019-02-04,1.29,5,132
1064692,Unique City Centre Location,5859508,Sean,,Dublin City,53.33907,-6.24945,Private room,53,3,81,2018-07-16,1.15,1,162
1066391,Spacious & Bright Penthouse Luxury!,4415306,John And Andrew,,South Dublin,53.29295,-6.2798,Private room,80,2,2,2013-07-22,0.03,1,78
1073487,Open Plan Dublin/UCD Adjacent Home,5905039,Jane,,Dn Laoghaire-Rathdown,53.30296,-6.24063,Private room,45,1,42,2018-11-16,0.60,1,254
1076514,Apartment beside Trinity college,4435361,Georgia & Gar,,Dublin City,53.34652,-6.24697,Entire home/apt,120,28,149,2018-12-03,2.13,1,153
1076634,"Lovely Hse, Kimmage D6W, nr centre",823405,Declan,,Dublin City,53.31599,-6.31129,Private room,50,5,47,2018-10-27,0.70,1,338
1086416,"Cosy, self-contained, 1-bed flat.",5971713,Eileen,,Dublin City,53.35787,-6.27497,Entire home/apt,100,2,189,2018-12-09,2.71,1,61
1102379,Dock Mill in the Grand Canal Basin,205636,Marie-Louise,,Dublin City,53.34012,-6.23633,Entire home/apt,105,3,183,2019-02-04,2.67,3,59
1131404,City Centre with Stunning View,6206885,Mauro,,Dublin City,53.35031,-6.24902,Entire home/apt,120,4,46,2019-02-05,0.72,1,15
1145057,Arty cottage near Dalkey,2223948,Camille,,Dn Laoghaire-Rathdown,53.27883,-6.1382,Private room,50,2,39,2019-01-27,0.56,1,20
1173029,Dublin Central secure WIFI on street parking,3448346,Ian,,Dublin City,53.3524,-6.27981,Entire home/apt,143,2,223,2019-02-03,5.00,4,26
1207950,Large Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28315,-6.24647,Entire home/apt,230,5,51,2018-09-23,0.76,1,239
1213626,"Short, Long Term in Friendly House",2861490,Barbara,,Dublin City,53.31356,-6.29692,Private room,30,3,76,2018-09-30,1.10,3,27
1244710,NEW° Modern Design Apartment - Fully Equiped,5605429,Eddy,,Dublin City,53.35352,-6.25016,Entire home/apt,122,1,64,2018-09-02,0.95,4,0
1265520,Wonderful Two Bed House Near City,2202699,Maeve,,Dublin City,53.36777,-6.27172,Entire home/apt,110,3,32,2018-11-04,0.47,1,16
1270261,Old Country house,474328,James,,Fingal,53.56548,-6.31617,Private room,70,1,6,2018-11-23,0.11,1,364
1276002,City Centre HOME by the Liffey w outdoor Patio,6938108,Caroline,,Dublin City,53.3519,-6.23396,Entire home/apt,300,2,52,2018-11-02,0.83,1,353
1287829,4 bed house 15min to city & airport,6190398,Sandra,,Dublin City,53.39417,-6.25015,Entire home/apt,99,7,16,2016-08-30,0.28,1,0
1289697,"Riverside relaxation, great location.",2061662,John And Diana,,South Dublin,53.30363,-6.2763,Entire home/apt,130,5,8,2018-08-07,0.12,1,310
1290506,Bright double bedroom with your own large bathroom,7017423,Bernadine,,South Dublin,53.35557,-6.37159,Private room,50,3,34,2018-11-04,0.75,2,203
1296492,"Charming & clean - Dublin, Aviva",4580868,Bren & Fer,,Dublin City,53.33837,-6.22411,Private room,48,2,54,2017-12-20,0.84,1,0
1297124,A spacious house beside the sea,7052323,Geraldine,,Dn Laoghaire-Rathdown,53.23499,-6.11309,Private room,57,14,0,,,1,365
1315528,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44136,-6.20326,Private room,40,1,234,2019-01-31,3.46,4,71
1322440,Fab rooms for long and short stay,7202989,Gillian,,Dublin City,53.38223,-6.22899,Shared room,22,4,1,2017-03-19,0.04,1,0
1325854,LOCATION LOCATION CITY CENTRE,7195921,Simon,,Dublin City,53.3489,-6.24103,Private room,80,2,179,2019-01-11,2.64,1,135
1332458,City centre historic house up to 20 Guests,7169837,Nicole,,Dublin City,53.35362,-6.27086,Entire home/apt,799,1,167,2019-02-03,2.47,1,218
1341478,Lovely old world Dublin,408378,Eddie,,Dublin City,53.35415,-6.29679,Private room,85,3,93,2018-10-01,2.07,4,173
1341827,Beautiful double room Blackrock,4965775,Terry,,Dn Laoghaire-Rathdown,53.29667,-6.18238,Private room,58,2,63,2018-12-15,0.95,3,311
1345435,"Cosy room, Portobello",435734,Conor,,Dublin City,53.3305,-6.27028,Private room,42,7,31,2018-11-30,0.56,3,141
1364313,Temple Bar Dream Guesthouse,7269718,John,,Dublin City,53.34948,-6.26377,Entire home/apt,135,2,72,2019-02-12,1.07,1,0
1364560,"Cosy double in Eclectic home, D.8 next to Guinness",6977448,Ayelet & Steve,,Dublin City,53.33578,-6.28937,Private room,60,2,94,2019-02-03,1.40,1,41
1407832,Beautifully Renovated Dublin House,5818278,Therese,,Dn Laoghaire-Rathdown,53.29831,-6.17206,Entire home/apt,160,2,46,2019-01-02,0.69,1,45
1411019,City Located Double Room in Penthouse Apartment,765874,Sam,,Dublin City,53.3475,-6.26732,Private room,87,2,156,2019-01-26,4.41,1,104
1418666,Stylish Central Place to Yourself -Available Again,2769300,Alan,,Dublin City,53.32861,-6.26192,Entire home/apt,200,7,41,2018-09-21,0.61,1,264
1436858,Your own apartment in ♥ Dublin city,7719031,Bob,,Dublin City,53.3376,-6.24231,Entire home/apt,130,3,184,2018-12-17,2.74,1,62
1447994,Stunning Bedroom in Great Location ,2401732,Maximilian,,Dublin City,53.33822,-6.23277,Private room,75,3,3,2015-02-14,0.06,1,0
1466234,Single room with breakfast,5940448,Elva,,Dublin City,53.32728,-6.30415,Private room,30,4,87,2019-01-12,1.30,1,233
1488124,Modern Double Room Ensuite - Heart of Dublin City°,5605429,Eddy,,Dublin City,53.35316,-6.25078,Private room,68,2,119,2018-10-28,1.78,4,0
1489545,Cozy apt- free parking - only 20min city centre,7558255,Aguiar,,Fingal,53.42065,-6.1514,Private room,55,1,11,2019-02-04,1.83,1,347
1499328,1/Bedroom Heart Dublin city Center,273380,Nicolas,,Dublin City,53.34492,-6.26347,Private room,45,1,34,2019-01-20,0.57,2,66
1500892,"Cloghranguesthouse B&B, Triple Room",2232368,Matt,,Fingal,53.42515,-6.22934,Private room,120,1,136,2018-11-25,2.03,4,357
1500921,"Cloghranguesthouse B&B, Double Room",2232368,Matt,,Fingal,53.42469,-6.22925,Private room,75,1,256,2017-11-26,3.82,4,0
1517181,Cozy room in Sandyford with a view!,6995873,Priscila,,Dn Laoghaire-Rathdown,53.27941,-6.21118,Private room,40,2,29,2019-02-06,0.88,1,21
1520036,Contemporary Apartment  Dublin City,6973475,Brendan,,Dublin City,53.34503,-6.28061,Entire home/apt,210,3,48,2018-03-19,0.73,1,343
1541581,Townhouse in quiet location,8217034,Donal,,Dn Laoghaire-Rathdown,53.30124,-6.22176,Entire home/apt,165,2,20,2018-09-01,0.33,1,84
1550394,Historic and original whole Apartment.,8257965,Luke,,Dublin City,53.34435,-6.26567,Entire home/apt,169,5,233,2018-12-17,3.50,1,73
1551644,Apartment with amazing panoramic views over Dublin,1582772,Myriam,,South Dublin,53.25599,-6.31983,Entire home/apt,130,1,14,2019-01-02,0.59,1,37
1556554,Beautiful Victorian 3-bed home.,1271983,Rachel & Justin,,Dublin City,53.33495,-6.28341,Entire home/apt,245,4,13,2017-11-05,0.42,4,0
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33571,-6.26707,Private room,65,2,38,2019-02-04,0.59,2,242
1563973,Comfortable Single Room in the heart of Old Dublin,8320667,Michael,,Dublin City,53.35048,-6.29766,Private room,45,4,15,2019-01-13,0.62,1,9
1566503,Historic Dublin Townhouse with 20th Century Design,4303678,Iain,,Dublin City,53.34484,-6.27805,Entire home/apt,225,3,186,2019-01-02,2.82,1,45
1596451,2 Double Rooms 1 Kids room Dublin,6219661,Sonya,,Dublin City,53.36147,-6.24422,Entire home/apt,500,2,19,2016-05-30,0.29,1,362
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33534,-6.26715,Private room,85,2,63,2018-12-30,1.03,2,245
1605305,Kavanagh's Mews - House 5 Minutes to the City,8552503,Una,,Dublin City,53.33322,-6.23742,Entire home/apt,200,2,63,2018-12-02,1.08,3,203
1612700,Private Double/Twin Room (w.shower),8585358,Margaret,,Dublin City,53.36788,-6.27021,Private room,85,21,4,2018-02-20,0.10,3,73
1614285,Double Room en-suite /Town House,8585358,Margaret,,Dublin City,53.36781,-6.27023,Private room,82,2,4,2016-03-26,0.08,3,95
1672292,Dub apt near airport M50 DCU City,8852821,Joe,,Fingal,53.40958,-6.24793,Private room,50,7,51,2016-08-16,0.79,1,135
1678478,Hampton Lodge Penthouse,8880027,Chris,,Dublin City,53.37493,-6.24302,Entire home/apt,260,6,22,2018-12-28,0.46,1,174
1711261,Kilmainham Lane Terrace,1390012,Andy,,Dublin City,53.34248,-6.29885,Entire home/apt,185,3,15,2019-01-03,0.80,1,1
1715350,Comfortable single room,2232368,Matt,,Fingal,53.42303,-6.23083,Private room,75,1,71,2017-09-13,1.21,4,0
1717912,St Patricks Cathedral View,5429761,Bob,,Dublin City,53.33822,-6.27071,Private room,55,2,251,2019-02-02,5.50,4,63
1719411,Luxury Penthouse in a Distillery,9004936,Matt,,Dublin City,53.36468,-6.24858,Entire home/apt,800,3,64,2018-09-10,0.99,1,2
1735698,Merrion Mews,8886946,Irish Landmark Trust,,Dublin City,53.33752,-6.25081,Entire home/apt,430,2,43,2018-07-31,0.67,1,222
1744402,the main attraction,9182622,Eamonn,,Fingal,53.49383,-6.11248,Private room,45,1,54,2018-12-31,1.22,1,346
1754515,Super Central City Centre Loft,8296520,James,,Dublin City,53.34627,-6.26689,Entire home/apt,84,1,408,2019-01-29,6.34,1,59
1768437,SEASIDE TOWN NEAR DUBLIN CITY IRELAND x,9291133,Lia,,Dn Laoghaire-Rathdown,53.2759,-6.13858,Private room,35,1,31,2018-11-26,0.51,1,285
1771007,Cosy Bedroom near Bray Seaside,9302663,Craig & Becks,,Dn Laoghaire-Rathdown,53.21096,-6.12187,Private room,50,1,0,,,1,0
